State,Number to Generate,Type,Value
nm,1000,Street Address,501 W 30TH ST FARMINGTON 
nm,1000,Street Address,9009 S HIGHWAY 28 CHAMBERINO 
nm,1000,Street Address,17 MCCALL LN MORIARTY 
nm,1000,Street Address,3120 HIGHWAY 47 LOS LUNAS 
nm,1000,Street Address,2280 CALLE DE PRINCIPAL MESILLA 
nm,1000,Street Address,16 FIVE SPRINGS CIMARRON 
nm,1000,Street Address,2817 SE ARCE LN SE RIO RANCHO 
nm,1000,Street Address,1909 W 27TH ST ROSWELL 
nm,1000,Street Address,7313 YORKTOWN AVE NE ALBUQUERQUE 
nm,1000,Street Address,4.0 <Null> ROAD 5483 FARMINGTON 
nm,1000,Street Address,9 STARLING DR TIJERAS 
nm,1000,Street Address,607 KINLEY AVE NW ALBUQUERQUE 
nm,1000,Street Address,1711 E 22ND ST FARMINGTON 
nm,1000,Street Address,13201 RUSSIAN SAGE CT NE ALBUQUERQUE 
nm,1000,Street Address,2902 W APACHE ST FARMINGTON 
nm,1000,Street Address,736 LOS LENTES LOS LUNAS 
nm,1000,Street Address,422 N RED BRIDGE RD ROSWELL 
nm,1000,Street Address,4750 RANCHO DE ANIMAS DR FARMINGTON 
nm,1000,Street Address,919 W DESERT SAGE RD HOBBS 
nm,1000,Street Address,132 USFR 79 QUESTA 
nm,1000,Street Address,22 LAKESHORE DR LAS VEGAS 
nm,1000,Street Address,69 UNK22 MAGDALENA 
nm,1000,Street Address,8301 RANCHO PLENO NW ALBUQUERQUE 
nm,1000,Street Address,706 S SPRUCE ST MAGDALENA 
nm,1000,Street Address,1216 MACLOVIA ST SANTA FE 
nm,1000,Street Address,112 NE UNSER BLVD NE RIO RANCHO 
nm,1000,Street Address,959 CAPILLA PEAK RD MANZANO 
nm,1000,Street Address,6.0 B PIUTE RD SANTA FE 
nm,1000,Street Address,105 WILDWOOD TRL DATIL 
nm,1000,Street Address,2037 STATE HWY 522 SAN CRISTOBAL 
nm,1000,Street Address,619 4TH ST EUNICE 
nm,1000,Street Address,9999 NE CAYENNE RD NE RIO RANCHO 
nm,1000,Street Address,20 PARKER LOS LUNAS 
nm,1000,Street Address,3350.0 #6 OAK ST LAS CRUCES 
nm,1000,Street Address,9999 NE SOLAR DR NE RIO RANCHO 
nm,1000,Street Address,4654 CAMINO DOS VIDAS LAS CRUCES 
nm,1000,Street Address,1931.0 6 WARNER AVE SANTA FE 
nm,1000,Street Address,1161.0 A DINKLE RD STANLEY 
nm,1000,Street Address,1709 SE PEGASUS AVE SE RIO RANCHO 
nm,1000,Street Address,201.0 #B-2 THREE CROSSES AVE LAS CRUCES 
nm,1000,Street Address,1920 KRISS PL NE ALBUQUERQUE 
nm,1000,Street Address,650 MASON BOSQUE FARMS 
nm,1000,Street Address,150 S BIRCH ST TRUTH OR CONSEQUENCES 
nm,1000,Street Address,102 CITIES OF GOLD RD SANTA FE 
nm,1000,Street Address,418 MONTICELLO PARKWAY DR PORTALES 
nm,1000,Street Address,2747 VIA CABALLERO DEL SUR SANTA FE 
nm,1000,Street Address,3050 TAMARACK BOSQUE FARMS 
nm,1000,Street Address,4250.0 2000 CERRILLOS RD SANTA FE 
nm,1000,Street Address,28604 US HIGHWAY 70 HONDO 
nm,1000,Street Address,1200.0 APT 500 E BROADWAY ST HOBBS 
nm,1000,Street Address,2800.0 85 CERRILLOS RD SANTA FE 
nm,1000,Street Address,541 HENRY ST BAYARD 
nm,1000,Street Address,4553.0 <Null> US 64 FARMINGTON 
nm,1000,Street Address,2962 PLAZA AZUL SANTA FE 
nm,1000,Street Address,2729 CAMINO CHUECO SANTA FE 
nm,1000,Street Address,26509.0 67 US HIGHWAY 70 RUIDOSO 
nm,1000,Street Address,1504 W BUSH AVE ARTESIA 
nm,1000,Street Address,3212 NE WIMMERA RD NE RIO RANCHO 
nm,1000,Street Address,3106 W WILLIAMS RD ARTESIA 
nm,1000,Street Address,214 NOGAL PL RUIDOSO 
nm,1000,Street Address,50 COUNTY ROAD 443 VALLECITOS 
nm,1000,Street Address,7137 GATLING DR NE ALBUQUERQUE 
nm,1000,Street Address,705 MONTE VISTA AVE LAS CRUCES 
nm,1000,Street Address,217 GOODMAN BELEN 
nm,1000,Street Address,4549 EDDIE WARD WAY SILVER CITY 
nm,1000,Street Address,6407 QUAY RD AR TUCUMCARI 
nm,1000,Street Address,606 HEADINGLY AVE NW ALBUQUERQUE 
nm,1000,Street Address,10309 LA PAZ DR NW ALBUQUERQUE 
nm,1000,Street Address,176 COUNTY ROAD B015 HOLMAN 
nm,1000,Street Address,7 PINON DR QUEMADO 
nm,1000,Street Address,99 BELLA VISTA RD EDGEWOOD 
nm,1000,Street Address,4729.0 A AGUA FRIA RD SANTA FE 
nm,1000,Street Address,129 VILLA LINDA LOS LUNAS 
nm,1000,Street Address,31 MALLARD DR TIJERAS 
nm,1000,Street Address,6441 QUAY RD AL.4 TUCUMCARI 
nm,1000,Street Address,2318 LIVINGSTON ST CARLSBAD 
nm,1000,Street Address,0.0 4 FIFTH ST RUIDOSO 
nm,1000,Street Address,9500 CONSTITUTION AVE NE ALBUQUERQUE 
nm,1000,Street Address,1614 GOOD SAMARITAN DR LOVINGTON 
nm,1000,Street Address,277 WALL AVE LAS CRUCES 
nm,1000,Street Address,188 SADDLEBACK RD ALTO 
nm,1000,Street Address,608 W JESUS CARREON AVE COLUMBUS 
nm,1000,Street Address,7 CASA LOMA RD CEDAR CREST 
nm,1000,Street Address,8012 1ST ST NW ALBUQUERQUE 
nm,1000,Street Address,107 WINTER PARK RD ALTO 
nm,1000,Street Address,1827 SNOW RD MESILLA 
nm,1000,Street Address,715 SE VIGA RD SE RIO RANCHO 
nm,1000,Street Address,305 ORTEGA RD NW ALBUQUERQUE 
nm,1000,Street Address,5812 ELIZABETH ST SUNLAND PARK 
nm,1000,Street Address,1800 SE 10TH ST SE RIO RANCHO 
nm,1000,Street Address,9319 VALLE VIDAL PL SW ALBUQUERQUE 
nm,1000,Street Address,1054 SE REYNOSA LOOP SE RIO RANCHO 
nm,1000,Street Address,2200 CAMINO CIELO GRANDE EMBUDO 
nm,1000,Street Address,7833 CHARGER TRL NE ALBUQUERQUE 
nm,1000,Street Address,7.0 <Null> ROAD 5466 FARMINGTON 
nm,1000,Street Address,6109 LITTLE JOE PL NW ALBUQUERQUE 
nm,1000,Street Address,3306 CHEROKEE RD SW RIO RANCHO 
nm,1000,Street Address,2301 HAMMOND BLVD CLOVIS 
nm,1000,Street Address,5 CONTENTO LOS LUNAS 
nm,1000,Street Address,313 VENUS AVE CLOVIS 
nm,1000,Street Address,4114 MARBLE AVE NE ALBUQUERQUE 
nm,1000,Street Address,222 MORADA LN TAOS 
nm,1000,Street Address,21 VERANO LOOP SANTA FE 
nm,1000,Street Address,18915 S HIGHWAY 28 LA MESA 
nm,1000,Street Address,209 AUSTIN AVE TRUTH OR CONSEQUENCES 
nm,1000,Street Address,545 STATE HWY 150 ARROYO HONDO 
nm,1000,Street Address,20 ADELMO MEDINA DR RANCHOS DE TAOS 
nm,1000,Street Address,4958 NICELY CT LAS CRUCES 
nm,1000,Street Address,50 ST. ANTHONY DRIVE DR ZUNI 
nm,1000,Street Address,7833 VISTA DEL ARROYO AVE NE ALBUQUERQUE 
nm,1000,Street Address,1371 SE 15TH ST SE RIO RANCHO 
nm,1000,Street Address,1122.0 APT 201 E BROADWAY ST HOBBS 
nm,1000,Street Address,21 HUMMINGBIRD LN CIMARRON 
nm,1000,Street Address,8401 DAKOTA ST CLOVIS 
nm,1000,Street Address,149 MESCALERO RD NW ALBUQUERQUE 
nm,1000,Street Address,5909 LOS RISCOS RD NW ALBUQUERQUE 
nm,1000,Street Address,33.0 B CANADA VILLAGE RD SANTA FE 
nm,1000,Street Address,101 COLINAS AVE NE ALBUQUERQUE 
nm,1000,Street Address,855.0 #1013 E UNIVERSITY AVE LAS CRUCES 
nm,1000,Street Address,12702 COUNTY ROAD B43 MESQUITE 
nm,1000,Street Address,7.0 C PILLOW CREST ROAD RD PREWITT 
nm,1000,Street Address,1220 WALLACE ST CLOVIS 
nm,1000,Street Address,9504 PERALTA RD NE ALBUQUERQUE 
nm,1000,Street Address,1606 37TH ST SW RIO RANCHO 
nm,1000,Street Address,728 NE REBECCA LOOP NE RIO RANCHO 
nm,1000,Street Address,814 W IRON AVE HOBBS 
nm,1000,Street Address,1613 RIDGECREST DR SE ALBUQUERQUE 
nm,1000,Street Address,21 CRESTVIEW RD EDGEWOOD 
nm,1000,Street Address,4947 SOUTH FORK RD LAS CRUCES 
nm,1000,Street Address,1131 CAMINO SAN ACACIO SANTA FE 
nm,1000,Street Address,7507 FLORIDA LOOP CLOVIS 
nm,1000,Street Address,26 STORRIE AVE LAS VEGAS 
nm,1000,Street Address,9224 C ANDERSON DR NW ALBUQUERQUE 
nm,1000,Street Address,1888 BUEYEROS HWY CLAYTON 
nm,1000,Street Address,2600.0 1 W ZIA RD SANTA FE 
nm,1000,Street Address,2751.0 #C37 IDAHO AVE LAS CRUCES 
nm,1000,Street Address,919 EDITH BLVD SE ALBUQUERQUE 
nm,1000,Street Address,1153.0 C CALLE AMANDA SANTA FE 
nm,1000,Street Address,1554 ROSALBA ST NE ALBUQUERQUE 
nm,1000,Street Address,1410 S 5TH ST TUCUMCARI 
nm,1000,Street Address,6409 ESTHER AVE NE ALBUQUERQUE 
nm,1000,Street Address,3105 SAN PEDRO DR NE ALBUQUERQUE 
nm,1000,Street Address,309 W SLOAN RD LA MESA 
nm,1000,Street Address,370 ABO BOSQUE FARMS 
nm,1000,Street Address,1509 DELGADO DR SW ALBUQUERQUE 
nm,1000,Street Address,4205 16TH AV SW RIO RANCHO 
nm,1000,Street Address,849 EMMASON DR SW ALBUQUERQUE 
nm,1000,Street Address,2491.0 308 SAWMILL RD SANTA FE 
nm,1000,Street Address,8805 PHOENIX AVE NE ALBUQUERQUE 
nm,1000,Street Address,910.0 A N 6TH ST SOCORRO 
nm,1000,Street Address,317 N CHAVES ST LOVINGTON 
nm,1000,Street Address,10401 RESEARCH RD SE ALBUQUERQUE 
nm,1000,Street Address,5012 NE BRIGHTON HILLS PL NE RIO RANCHO 
nm,1000,Street Address,1400.0 SP 3 E PARK ST HOBBS 
nm,1000,Street Address,4439 AIRPORT RD SANTA FE 
nm,1000,Street Address,40 DAISY LN EAGLE NEST 
nm,1000,Street Address,5881 NE UNION DR NE RIO RANCHO 
nm,1000,Street Address,1309 COAL AVE SE ALBUQUERQUE 
nm,1000,Street Address,283 SE TIMOR RD SE RIO RANCHO 
nm,1000,Street Address,107 MESA SEA RD TAOS 
nm,1000,Street Address,13 RIDGE RD EDGEWOOD 
nm,1000,Street Address,0 SUDDERTH DR RUIDOSO 
nm,1000,Street Address,1800 W MARR ST HOBBS 
nm,1000,Street Address,0 11TH ST LAS VEGAS 
nm,1000,Street Address,801 W TAOS AVE HOBBS 
